"frequency";"dBCav"
+4.78965000000000000000e+009;-4.22658749223794297147e-004
+4.78980000000000000000e+009;-4.21477420772519708551e-004
+4.78995000000000000000e+009;-4.20303907535730177265e-004
+4.79010000000000000000e+009;-4.19138140765605603840e-004
+4.79025000000000000000e+009;-4.17980052452705081682e-004
+4.79040000000000000000e+009;-4.16829575344288775357e-004
+4.79055000000000000000e+009;-4.15686642923580548271e-004
+4.79070000000000000000e+009;-4.14551189382280022358e-004
+4.79085000000000000000e+009;-4.13423149663477251629e-004
+4.79100000000000000000e+009;-4.12302459368583886119e-004
+4.79115000000000000000e+009;-4.11189054848468929677e-004
+4.79130000000000000000e+009;-4.10082873104604059018e-004
+4.79145000000000000000e+009;-4.08983851845479758503e-004
+4.79160000000000000000e+009;-4.07891929433078421520e-004
+4.79175000000000000000e+009;-4.06807044892516810920e-004
+4.79190000000000000000e+009;-4.05729137923134790950e-004
+4.79205000000000000000e+009;-4.04658148848344092086e-004
+4.79220000000000000000e+009;-4.03594018608875249390e-004
+4.79235000000000000000e+009;-4.02536688838482994979e-004
+4.79250000000000000000e+009;-4.01486101746285656711e-004
+4.79265000000000000000e+009;-4.00442200162572916819e-004
+4.79280000000000000000e+009;-3.99404927506014659298e-004
+4.79295000000000000000e+009;-3.98374227836701658070e-004
+4.79310000000000000000e+009;-3.97350045781402251305e-004
+4.79325000000000000000e+009;-3.96332326522952013703e-004
+4.79340000000000000000e+009;-3.95321015854741583499e-004
+4.79355000000000000000e+009;-3.94316060148407546149e-004
+4.79370000000000000000e+009;-3.93317406285357531927e-004
+4.79385000000000000000e+009;-3.92325001740672502093e-004
+4.79400000000000000000e+009;-3.91338794545493715536e-004
+4.79415000000000000000e+009;-3.90358733237835837243e-004
+4.79430000000000000000e+009;-3.89384766914181842858e-004
+4.79445000000000000000e+009;-3.88416845171616926125e-004
+4.79460000000000000000e+009;-3.87454918165209844655e-004
+4.79475000000000000000e+009;-3.86498936525071887411e-004
+4.79490000000000000000e+009;-3.85548851417114100786e-004
+4.79505000000000000000e+009;-3.84604614521346168960e-004
+4.79520000000000000000e+009;-3.83666177946525199967e-004
+4.79535000000000000000e+009;-3.82733494364207566495e-004
+4.79550000000000000000e+009;-3.81806516882892115622e-004
+4.79565000000000000000e+009;-3.80885199122278801914e-004
+4.79580000000000000000e+009;-3.79969495151062804615e-004
+4.79595000000000000000e+009;-3.79059359499470832112e-004
+4.79610000000000000000e+009;-3.78154747157331458905e-004
+4.79625000000000000000e+009;-3.77255613613614623585e-004
+4.79640000000000000000e+009;-3.76361914741183594194e-004
+4.79655000000000000000e+009;-3.75473606886966490819e-004
+4.79670000000000000000e+009;-3.74590646851220214313e-004
+4.79685000000000000000e+009;-3.73712991822914165213e-004
+4.79700000000000000000e+009;-3.72840599486296475282e-004
+4.79715000000000000000e+009;-3.71973427869480783095e-004
+4.79730000000000000000e+009;-3.71111435489588920977e-004
+4.79745000000000000000e+009;-3.70254581207606384922e-004
+4.79760000000000000000e+009;-3.69402824369185231283e-004
+4.79775000000000000000e+009;-3.68556124651784201406e-004
+4.79790000000000000000e+009;-3.67714442164484330965e-004
+4.79805000000000000000e+009;-3.66877737415680375745e-004
+4.79820000000000000000e+009;-3.66045971275468157765e-004
+4.79835000000000000000e+009;-3.65219105050867216735e-004
+4.79850000000000000000e+009;-3.64397100364305056869e-004
+4.79865000000000000000e+009;-3.63579919221124398844e-004
+4.79880000000000000000e+009;-3.62767524062143132714e-004
+4.79895000000000000000e+009;-3.61959877627671838297e-004
+4.79910000000000000000e+009;-3.61156943053953676838e-004
+4.79925000000000000000e+009;-3.60358683815299382647e-004
+4.79940000000000000000e+009;-3.59565063732283885737e-004
+4.79955000000000000000e+009;-3.58776047012733111281e-004
+4.79970000000000000000e+009;-3.57991598178910154331e-004
+4.79985000000000000000e+009;-3.57211682109466856574e-004
+4.80000000000000000000e+009;-3.56436264008099142064e-004
+4.80015000000000000000e+009;-3.55665309427175251999e-004
+4.80030000000000000000e+009;-3.54898784238801966607e-004
+4.80045000000000000000e+009;-3.54136654630002670197e-004
+4.80060000000000000000e+009;-3.53378887135506118515e-004
+4.80075000000000000000e+009;-3.52625448587596829891e-004
+4.80090000000000000000e+009;-3.51876306157583920980e-004
+4.80105000000000000000e+009;-3.51131427287327668035e-004
+4.80120000000000000000e+009;-3.50390779787608302662e-004
+4.80135000000000000000e+009;-3.49654331701180110144e-004
+4.80150000000000000000e+009;-3.48922051430071726488e-004
+4.80165000000000000000e+009;-3.48193907654094087899e-004
+4.80180000000000000000e+009;-3.47469869337107986704e-004
+4.80195000000000000000e+009;-3.46749905740525478370e-004
+4.80210000000000000000e+009;-3.46033986420415983279e-004
+4.80225000000000000000e+009;-3.45322081214486428097e-004
+4.80240000000000000000e+009;-3.44614160230025622349e-004
+4.80255000000000000000e+009;-3.43910193863191564548e-004
+4.80270000000000000000e+009;-3.43210152797082971785e-004
+4.80285000000000000000e+009;-3.42514007945320000763e-004
+4.80300000000000000000e+009;-3.41821730539805426329e-004
+4.80315000000000000000e+009;-3.41133292056464707334e-004
+4.80330000000000000000e+009;-3.40448664223442988737e-004
+4.80345000000000000000e+009;-3.39767819052930121655e-004
+4.80360000000000000000e+009;-3.39090728783777745504e-004
+4.80375000000000000000e+009;-3.38417365934059566172e-004
+4.80390000000000000000e+009;-3.37747703288050846876e-004
+4.80405000000000000000e+009;-3.37081713807503157050e-004
+4.80420000000000000000e+009;-3.36419370784501808262e-004
+4.80435000000000000000e+009;-3.35760647725254885408e-004
+4.80450000000000000000e+009;-3.35105518340448780504e-004
+4.80465000000000000000e+009;-3.34453956635901697349e-004
+4.80480000000000000000e+009;-3.33805936813712114761e-004
+4.80495000000000000000e+009;-3.33161433323371275386e-004
+4.80510000000000000000e+009;-3.32520420838135601430e-004
+4.80525000000000000000e+009;-3.31882874276242579616e-004
+4.80540000000000000000e+009;-3.31248768755101755720e-004
+4.80555000000000000000e+009;-3.30618079635174293845e-004
+4.80570000000000000000e+009;-3.29990782496345066901e-004
+4.80585000000000000000e+009;-3.29366853123456147009e-004
+4.80600000000000000000e+009;-3.28746267522219044483e-004
+4.80615000000000000000e+009;-3.28129001931269409682e-004
+4.80630000000000000000e+009;-3.27515032770089116378e-004
+4.80645000000000000000e+009;-3.26904336690601491581e-004
+4.80660000000000000000e+009;-3.26296890528950448134e-004
+4.80675000000000000000e+009;-3.25692671359989558560e-004
+4.80690000000000000000e+009;-3.25091656422057777298e-004
+4.80705000000000000000e+009;-3.24493823186416409897e-004
+4.80720000000000000000e+009;-3.23899149304206744344e-004
+4.80735000000000000000e+009;-3.23307612628630875948e-004
+4.80750000000000000000e+009;-3.22719191207718181496e-004
+4.80765000000000000000e+009;-3.22133863268895170775e-004
+4.80780000000000000000e+009;-3.21551607242130329817e-004
+4.80795000000000000000e+009;-3.20972401748843491620e-004
+4.80810000000000000000e+009;-3.20396225605763102211e-004
+4.80825000000000000000e+009;-3.19823057786349819465e-004
+4.80840000000000000000e+009;-3.19252877449728502280e-004
+4.80855000000000000000e+009;-3.18685663943580970402e-004
+4.80870000000000000000e+009;-3.18121396814271910607e-004
+4.80885000000000000000e+009;-3.17560055767308348738e-004
+4.80900000000000000000e+009;-3.17001620659142051284e-004
+4.80915000000000000000e+009;-3.16446071553104328611e-004
+4.80930000000000000000e+009;-3.15893388678900946531e-004
+4.80945000000000000000e+009;-3.15343552413806314360e-004
+4.80960000000000000000e+009;-3.14796543328954364031e-004
+4.80975000000000000000e+009;-3.14252342156548590112e-004
+4.80990000000000000000e+009;-3.13710929766716339201e-004
+4.81005000000000000000e+009;-3.13172287238874303729e-004
+4.81020000000000000000e+009;-3.12636395763359238326e-004
+4.81035000000000000000e+009;-3.12103236721473196753e-004
+4.81050000000000000000e+009;-3.11572791642567340463e-004
+4.81065000000000000000e+009;-3.11045042208381674644e-004
+4.81080000000000000000e+009;-3.10519970295478173368e-004
+4.81095000000000000000e+009;-3.09997557843118276555e-004
+4.81110000000000000000e+009;-3.09477787034569411413e-004
+4.81125000000000000000e+009;-3.08960640154373842193e-004
+4.81140000000000000000e+009;-3.08446099647658974249e-004
+4.81155000000000000000e+009;-3.07934148106635621756e-004
+4.81170000000000000000e+009;-3.07424768261436174091e-004
+4.81185000000000000000e+009;-3.06917943000848552921e-004
+4.81200000000000000000e+009;-3.06413655355439466972e-004
+4.81215000000000000000e+009;-3.05911888460424932854e-004
+4.81230000000000000000e+009;-3.05412625634268210511e-004
+4.81245000000000000000e+009;-3.04915850329495513767e-004
+4.81260000000000000000e+009;-3.04421546117265482377e-004
+4.81275000000000000000e+009;-3.03929696703763782550e-004
+4.81290000000000000000e+009;-3.03440285952384040252e-004
+4.81305000000000000000e+009;-3.02953297820077530056e-004
+4.81320000000000000000e+009;-3.02468716447041848297e-004
+4.81335000000000000000e+009;-3.01986526053530290794e-004
+4.81350000000000000000e+009;-3.01506711022789958016e-004
+4.81365000000000000000e+009;-3.01029255866342999436e-004
+4.81380000000000000000e+009;-3.00554145188304327411e-004
+4.81395000000000000000e+009;-3.00081363749513259885e-004
+4.81410000000000000000e+009;-2.99610896421724894403e-004
+4.81425000000000000000e+009;-2.99142728210273186121e-004
+4.81440000000000000000e+009;-2.98676844235747172146e-004
+4.81455000000000000000e+009;-2.98213229744599401909e-004
+4.81470000000000000000e+009;-2.97751870060443683992e-004
+4.81485000000000000000e+009;-2.97292750704122074167e-004
+4.81500000000000000000e+009;-2.96835857248563543716e-004
+4.81515000000000000000e+009;-2.96381175418116251438e-004
+4.81530000000000000000e+009;-2.95928691018628917640e-004
+4.81545000000000000000e+009;-2.95478389998689869658e-004
+4.81560000000000000000e+009;-2.95030258414908394624e-004
+4.81575000000000000000e+009;-2.94584282416484590991e-004
+4.81590000000000000000e+009;-2.94140448284749245981e-004
+4.81605000000000000000e+009;-2.93698742407607455655e-004
+4.81620000000000000000e+009;-2.93259151262179138669e-004
+4.81635000000000000000e+009;-2.92821661467840754431e-004
+4.81650000000000000000e+009;-2.92386259695090141610e-004
+4.81665000000000000000e+009;-2.91952932797185575435e-004
+4.81680000000000000000e+009;-2.91521667637037712028e-004
+4.81695000000000000000e+009;-2.91092451285873969787e-004
+4.81710000000000000000e+009;-2.90665270812518849834e-004
+4.81725000000000000000e+009;-2.90240113469521470845e-004
+4.81740000000000000000e+009;-2.89816966557176179404e-004
+4.81755000000000000000e+009;-2.89395817515621838270e-004
+4.81770000000000000000e+009;-2.88976653854441164083e-004
+4.81785000000000000000e+009;-2.88559463176770456330e-004
+4.81800000000000000000e+009;-2.88144233221732614086e-004
+4.81815000000000000000e+009;-2.87730951777159674274e-004
+4.81830000000000000000e+009;-2.87319606751922107003e-004
+4.81845000000000000000e+009;-2.86910186138799444804e-004
+4.81860000000000000000e+009;-2.86502678033286202995e-004
+4.81875000000000000000e+009;-2.86097070607552812944e-004
+4.81890000000000000000e+009;-2.85693352154325506606e-004
+4.81905000000000000000e+009;-2.85291511028540572918e-004
+4.81920000000000000000e+009;-2.84891535666632206032e-004
+4.81935000000000000000e+009;-2.84493414643431055851e-004
+4.81950000000000000000e+009;-2.84097136563188465593e-004
+4.81965000000000000000e+009;-2.83702690152157687917e-004
+4.81980000000000000000e+009;-2.83310064213749494139e-004
+4.81995000000000000000e+009;-2.82919247643962593758e-004
+4.82010000000000000000e+009;-2.82530229412095569390e-004
+4.82025000000000000000e+009;-2.82142998571837289208e-004
+4.82040000000000000000e+009;-2.81757544265124606694e-004
+4.82055000000000000000e+009;-2.81373855739018672185e-004
+4.82070000000000000000e+009;-2.80991922263249948189e-004
+4.82085000000000000000e+009;-2.80611733244015852575e-004
+4.82100000000000000000e+009;-2.80233278148276287664e-004
+4.82115000000000000000e+009;-2.79856546522558855862e-004
+4.82130000000000000000e+009;-2.79481527986208562724e-004
+4.82145000000000000000e+009;-2.79108212265622964224e-004
+4.82160000000000000000e+009;-2.78736589112279489408e-004
+4.82175000000000000000e+009;-2.78366648393387535604e-004
+4.82190000000000000000e+009;-2.77998380051384681028e-004
+4.82205000000000000000e+009;-2.77631774084165716069e-004
+4.82220000000000000000e+009;-2.77266820581730357234e-004
+4.82235000000000000000e+009;-2.76903509703036940226e-004
+4.82250000000000000000e+009;-2.76541831682753855293e-004
+4.82265000000000000000e+009;-2.76181776811488903772e-004
+4.82280000000000000000e+009;-2.75823335476293898631e-004
+4.82295000000000000000e+009;-2.75466498103283318703e-004
+4.82310000000000000000e+009;-2.75111255260824009387e-004
+4.82325000000000000000e+009;-2.74757597473889955166e-004
+4.82340000000000000000e+009;-2.74405515448283040918e-004
+4.82355000000000000000e+009;-2.74054999887398819010e-004
+4.82370000000000000000e+009;-2.73706041586254322177e-004
+4.82385000000000000000e+009;-2.73358631413164884175e-004
+4.82400000000000000000e+009;-2.73012760304921933783e-004
+4.82415000000000000000e+009;-2.72668419243165356322e-004
+4.82430000000000000000e+009;-2.72325599286208622132e-004
+4.82445000000000000000e+009;-2.71984291583503940901e-004
+4.82460000000000000000e+009;-2.71644487303795978406e-004
+4.82475000000000000000e+009;-2.71306177720469492588e-004
+4.82490000000000000000e+009;-2.70969354139702941868e-004
+4.82505000000000000000e+009;-2.70634007949651798821e-004
+4.82520000000000000000e+009;-2.70300130602607569744e-004
+4.82535000000000000000e+009;-2.69967713592334499807e-004
+4.82550000000000000000e+009;-2.69636748502771067277e-004
+4.82565000000000000000e+009;-2.69307226943898395024e-004
+4.82580000000000000000e+009;-2.68979140626962143039e-004
+4.82595000000000000000e+009;-2.68652481282499722669e-004
+4.82610000000000000000e+009;-2.68327240724471722481e-004
+4.82625000000000000000e+009;-2.68003410841100616745e-004
+4.82640000000000000000e+009;-2.67680983531220887967e-004
+4.82655000000000000000e+009;-2.67359950790109349768e-004
+4.82670000000000000000e+009;-2.67040304654515229382e-004
+4.82685000000000000000e+009;-2.66722037234002717736e-004
+4.82700000000000000000e+009;-2.66405140670928622035e-004
+4.82715000000000000000e+009;-2.66089607182393400424e-004
+4.82730000000000000000e+009;-2.65775429039506717009e-004
+4.82745000000000000000e+009;-2.65462598543759803384e-004
+4.82760000000000000000e+009;-2.65151108085853346938e-004
+4.82775000000000000000e+009;-2.64840950083011740165e-004
+4.82790000000000000000e+009;-2.64532117037811294238e-004
+4.82805000000000000000e+009;-2.64224601466815016242e-004
+4.82820000000000000000e+009;-2.63918395969044367391e-004
+4.82835000000000000000e+009;-2.63613493164740542770e-004
+4.82850000000000000000e+009;-2.63309885783123698300e-004
+4.82865000000000000000e+009;-2.63007566540397709140e-004
+4.82880000000000000000e+009;-2.62706528226063342011e-004
+4.82895000000000000000e+009;-2.62406763701953098418e-004
+4.82910000000000000000e+009;-2.62108265865584910172e-004
+4.82925000000000000000e+009;-2.61811027641482721526e-004
+4.82940000000000000000e+009;-2.61515042025055723194e-004
+4.82955000000000000000e+009;-2.61220302081151918225e-004
+4.82970000000000000000e+009;-2.60926800877515322093e-004
+4.82985000000000000000e+009;-2.60634531561936976136e-004
+4.83000000000000000000e+009;-2.60343487320786220237e-004
+4.83015000000000000000e+009;-2.60053661392029846714e-004
+4.83030000000000000000e+009;-2.59765047037264888447e-004
+4.83045000000000000000e+009;-2.59477637600063983005e-004
+4.83060000000000000000e+009;-2.59191426452451835049e-004
+4.83075000000000000000e+009;-2.58906407001173748030e-004
+4.83090000000000000000e+009;-2.58622572713734094618e-004
+4.83105000000000000000e+009;-2.58339917105859036457e-004
+4.83120000000000000000e+009;-2.58058433715940469498e-004
+4.83135000000000000000e+009;-2.57778116163863478625e-004
+4.83150000000000000000e+009;-2.57498958063729418023e-004
+4.83165000000000000000e+009;-2.57220953119812086041e-004
+4.83180000000000000000e+009;-2.56944095047478349766e-004
+4.83195000000000000000e+009;-2.56668377606459219720e-004
+4.83210000000000000000e+009;-2.56393794628816953322e-004
+4.83225000000000000000e+009;-2.56120339967350692419e-004
+4.83240000000000000000e+009;-2.55848007503311266481e-004
+4.83255000000000000000e+009;-2.55576791190280589242e-004
+4.83270000000000000000e+009;-2.55306684983771972185e-004
+4.83285000000000000000e+009;-2.55037682934292726442e-004
+4.83300000000000000000e+009;-2.54769779062938848176e-004
+4.83315000000000000000e+009;-2.54502967501712789016e-004
+4.83330000000000000000e+009;-2.54237242357063060114e-004
+4.83345000000000000000e+009;-2.53972597841522747340e-004
+4.83360000000000000000e+009;-2.53709028151232558659e-004
+4.83375000000000000000e+009;-2.53446527544538163269e-004
+4.83390000000000000000e+009;-2.53185090330417580246e-004
+4.83405000000000000000e+009;-2.52924710815440056694e-004
+4.83420000000000000000e+009;-2.52665383376094658356e-004
+4.83435000000000000000e+009;-2.52407102439502800846e-004
+4.83450000000000000000e+009;-2.52149862428448332148e-004
+4.83465000000000000000e+009;-2.51893657839974492284e-004
+4.83480000000000000000e+009;-2.51638483177395275592e-004
+4.83495000000000000000e+009;-2.51384333004782715634e-004
+4.83510000000000000000e+009;-2.51131201918517637031e-004
+4.83525000000000000000e+009;-2.50879084529930928161e-004
+4.83540000000000000000e+009;-2.50627975502432044554e-004
+4.83555000000000000000e+009;-2.50377869551991316232e-004
+4.83570000000000000000e+009;-2.50128761394580862148e-004
+4.83585000000000000000e+009;-2.49880645794876192836e-004
+4.83600000000000000000e+009;-2.49633517568184735026e-004
+4.83615000000000000000e+009;-2.49387371534637585120e-004
+4.83630000000000000000e+009;-2.49142202562104833272e-004
+4.83645000000000000000e+009;-2.48898005557033621341e-004
+4.83660000000000000000e+009;-2.48654775463001491941e-004
+4.83675000000000000000e+009;-2.48412507246250908836e-004
+4.83690000000000000000e+009;-2.48171195880258945842e-004
+4.83705000000000000000e+009;-2.47930836452301566787e-004
+4.83720000000000000000e+009;-2.47691423981185199904e-004
+4.83735000000000000000e+009;-2.47452953586978316881e-004
+4.83750000000000000000e+009;-2.47215420391679648743e-004
+4.83765000000000000000e+009;-2.46978819565026757633e-004
+4.83780000000000000000e+009;-2.46743146298939385833e-004
+4.83795000000000000000e+009;-2.46508395802215863994e-004
+4.83810000000000000000e+009;-2.46274563344412019891e-004
+4.83825000000000000000e+009;-2.46041644205693575340e-004
+4.83840000000000000000e+009;-2.45809633709142877269e-004
+4.83855000000000000000e+009;-2.45578527190862890180e-004
+4.83870000000000000000e+009;-2.45348320023604780406e-004
+4.83885000000000000000e+009;-2.45119007613874614199e-004
+4.83900000000000000000e+009;-2.44890585398557802683e-004
+4.83915000000000000000e+009;-2.44663048843473047208e-004
+4.83930000000000000000e+009;-2.44436393435656668799e-004
+4.83945000000000000000e+009;-2.44210614689149266201e-004
+4.83960000000000000000e+009;-2.43985708185981891921e-004
+4.83975000000000000000e+009;-2.43761669461414309367e-004
+4.83990000000000000000e+009;-2.43538494153896822913e-004
+4.84005000000000000000e+009;-2.43316177881146728521e-004
+4.84020000000000000000e+009;-2.43094716295118366779e-004
+4.84035000000000000000e+009;-2.42874105109487864809e-004
+4.84050000000000000000e+009;-2.42654340020091724558e-004
+4.84065000000000000000e+009;-2.42435416783523701150e-004
+4.84080000000000000000e+009;-2.42217331164094114727e-004
+4.84095000000000000000e+009;-2.42000078954081473091e-004
+4.84110000000000000000e+009;-2.41783655980001409985e-004
+4.84125000000000000000e+009;-2.41568058086211677991e-004
+4.84140000000000000000e+009;-2.41353281157575416281e-004
+4.84155000000000000000e+009;-2.41139321082332376165e-004
+4.84170000000000000000e+009;-2.40926173797424887386e-004
+4.84185000000000000000e+009;-2.40713835256673054901e-004
+4.84200000000000000000e+009;-2.40502301432703798501e-004
+4.84215000000000000000e+009;-2.40291568310682158473e-004
+4.84230000000000000000e+009;-2.40081631946656361577e-004
+4.84245000000000000000e+009;-2.39872488371601998549e-004
+4.84260000000000000000e+009;-2.39664133681591513814e-004
+4.84275000000000000000e+009;-2.39456563957268450150e-004
+4.84290000000000000000e+009;-2.39249775330389679402e-004
+4.84305000000000000000e+009;-2.39043763952000897421e-004
+4.84320000000000000000e+009;-2.38838525983274898874e-004
+4.84335000000000000000e+009;-2.38634057641319715336e-004
+4.84350000000000000000e+009;-2.38430355120581520100e-004
+4.84365000000000000000e+009;-2.38227414686871817638e-004
+4.84380000000000000000e+009;-2.38025232585751167404e-004
+4.84395000000000000000e+009;-2.37823805131252239429e-004
+4.84410000000000000000e+009;-2.37623128607995169051e-004
+4.84425000000000000000e+009;-2.37423199357017500333e-004
+4.84440000000000000000e+009;-2.37224013746842522137e-004
+4.84455000000000000000e+009;-2.37025568141655007016e-004
+4.84470000000000000000e+009;-2.36827858945180255495e-004
+4.84485000000000000000e+009;-2.36630882590076045170e-004
+4.84500000000000000000e+009;-2.36434635503214932162e-004
+4.84515000000000000000e+009;-2.36239114164029073142e-004
+4.84530000000000000000e+009;-2.36044315065935233610e-004
+4.84545000000000000000e+009;-2.35850234698493617727e-004
+4.84560000000000000000e+009;-2.35656869601895342962e-004
+4.84575000000000000000e+009;-2.35464216312957218573e-004
+4.84590000000000000000e+009;-2.35272271433592582244e-004
+4.84605000000000000000e+009;-2.35081031531480274914e-004
+4.84620000000000000000e+009;-2.34890493220590314792e-004
+4.84635000000000000000e+009;-2.34700653151540081665e-004
+4.84650000000000000000e+009;-2.34511507946498655832e-004
+4.84665000000000000000e+009;-2.34323054313948018861e-004
+4.84680000000000000000e+009;-2.34135288920420527124e-004
+4.84695000000000000000e+009;-2.33948208494652034554e-004
+4.84710000000000000000e+009;-2.33761809774540662383e-004
+4.84725000000000000000e+009;-2.33576089485930887086e-004
+4.84740000000000000000e+009;-2.33391044433264903749e-004
+4.84755000000000000000e+009;-2.33206671365051676319e-004
+4.84770000000000000000e+009;-2.33022967136365072131e-004
+4.84785000000000000000e+009;-2.32839928551649861252e-004
+4.84800000000000000000e+009;-2.32657552466945880942e-004
+4.84815000000000000000e+009;-2.32475835737329492199e-004
+4.84830000000000000000e+009;-2.32294775262239275001e-004
+4.84845000000000000000e+009;-2.32114367935328371004e-004
+4.84860000000000000000e+009;-2.31934610685450551173e-004
+4.84875000000000000000e+009;-2.31755500444353566012e-004
+4.84890000000000000000e+009;-2.31577034182843224030e-004
+4.84905000000000000000e+009;-2.31399208851474280299e-004
+4.84920000000000000000e+009;-2.31222021483738727696e-004
+4.84935000000000000000e+009;-2.31045469045622906337e-004
+4.84950000000000000000e+009;-2.30869548599069575150e-004
+4.84965000000000000000e+009;-2.30694257172751177303e-004
+4.84980000000000000000e+009;-2.30519591841148890378e-004
+4.84995000000000000000e+009;-2.30345549680191193434e-004
+4.85010000000000000000e+009;-2.30172127791363433352e-004
+4.85025000000000000000e+009;-2.29999323266025565817e-004
+4.85040000000000000000e+009;-2.29827133283296800590e-004
+4.85055000000000000000e+009;-2.29655554950450850214e-004
+4.85070000000000000000e+009;-2.29484585438893286778e-004
+4.85085000000000000000e+009;-2.29314221942693329589e-004
+4.85100000000000000000e+009;-2.29144461643383920597e-004
+4.85115000000000000000e+009;-2.28975301768306654850e-004
+4.85130000000000000000e+009;-2.28806739552036707448e-004
+4.85145000000000000000e+009;-2.28638772216130831431e-004
+4.85160000000000000000e+009;-2.28471397039044601431e-004
+4.85175000000000000000e+009;-2.28304611301645454021e-004
+4.85190000000000000000e+009;-2.28138412295409445879e-004
+4.85205000000000000000e+009;-2.27972797317117472282e-004
+4.85220000000000000000e+009;-2.27807763699232985674e-004
+4.85235000000000000000e+009;-2.27643308782899561095e-004
+4.85250000000000000000e+009;-2.27479429917940760651e-004
+4.85265000000000000000e+009;-2.27316124475879314517e-004
+4.85280000000000000000e+009;-2.27153389850419184333e-004
+4.85295000000000000000e+009;-2.26991223421763792072e-004
+4.85310000000000000000e+009;-2.26829622629908520589e-004
+4.85325000000000000000e+009;-2.26668584883506988702e-004
+4.85340000000000000000e+009;-2.26508107635574979996e-004
+4.85355000000000000000e+009;-2.26348188346843813079e-004
+4.85370000000000000000e+009;-2.26188824482867229405e-004
+4.85385000000000000000e+009;-2.26030013529451541746e-004
+4.85400000000000000000e+009;-2.25871753007121276423e-004
+4.85415000000000000000e+009;-2.25714040400719459685e-004
+4.85430000000000000000e+009;-2.25556873272239995698e-004
+4.85445000000000000000e+009;-2.25400249146066519994e-004
+4.85460000000000000000e+009;-2.25244165574068060543e-004
+4.85475000000000000000e+009;-2.25088620158261871812e-004
+4.85490000000000000000e+009;-2.24933610444249534269e-004
+4.85505000000000000000e+009;-2.24779134056230103051e-004
+4.85520000000000000000e+009;-2.24625188595740124487e-004
+4.85535000000000000000e+009;-2.24471771692283763363e-004
+4.85550000000000000000e+009;-2.24318880987902546020e-004
+4.85565000000000000000e+009;-2.24166514125602911629e-004
+4.85580000000000000000e+009;-2.24014668775394384459e-004
+4.85595000000000000000e+009;-2.23863342626092354931e-004
+4.85610000000000000000e+009;-2.23712533343849921501e-004
+4.85625000000000000000e+009;-2.23562238649790073026e-004
+4.85640000000000000000e+009;-2.23412456265518593592e-004
+4.85655000000000000000e+009;-2.23263183906373196370e-004
+4.85670000000000000000e+009;-2.23114419318070099146e-004
+4.85685000000000000000e+009;-2.22966160248254640633e-004
+4.85700000000000000000e+009;-2.22818404494238160021e-004
+4.85715000000000000000e+009;-2.22671149807042310009e-004
+4.85730000000000000000e+009;-2.22524393965173945993e-004
+4.85745000000000000000e+009;-2.22378134806449658228e-004
+4.85760000000000000000e+009;-2.22232370139272933070e-004
+4.85775000000000000000e+009;-2.22087097772529943685e-004
+4.85790000000000000000e+009;-2.21942315559468675637e-004
+4.85805000000000000000e+009;-2.21798021349479983948e-004
+4.85820000000000000000e+009;-2.21654213009313993043e-004
+4.85835000000000000000e+009;-2.21510888413918507079e-004
+4.85850000000000000000e+009;-2.21368045443545816446e-004
+4.85865000000000000000e+009;-2.21225681995325227812e-004
+4.85880000000000000000e+009;-2.21083795985674058703e-004
+4.85895000000000000000e+009;-2.20942385335349715048e-004
+4.85910000000000000000e+009;-2.20801447976200367583e-004
+4.85925000000000000000e+009;-2.20660981858397745861e-004
+4.85940000000000000000e+009;-2.20520984931149642387e-004
+4.85955000000000000000e+009;-2.20381455151379276273e-004
+4.85970000000000000000e+009;-2.20242390512656604790e-004
+4.85985000000000000000e+009;-2.20103788984442533868e-004
+4.86000000000000000000e+009;-2.19965648585863807283e-004
+4.86015000000000000000e+009;-2.19827967310973746741e-004
+4.86030000000000000000e+009;-2.19690743187097073906e-004
+4.86045000000000000000e+009;-2.19553974256988902866e-004
+4.86060000000000000000e+009;-2.19417658529169444384e-004
+4.86075000000000000000e+009;-2.19281794093166782162e-004
+4.86090000000000000000e+009;-2.19146378999452297147e-004
+4.86105000000000000000e+009;-2.19011411301872925333e-004
+4.86120000000000000000e+009;-2.18876889116960540249e-004
+4.86135000000000000000e+009;-2.18742810519296956547e-004
+4.86150000000000000000e+009;-2.18609173607091600245e-004
+4.86165000000000000000e+009;-2.18475976517129322771e-004
+4.86180000000000000000e+009;-2.18343217349549023436e-004
+4.86195000000000000000e+009;-2.18210894263799119568e-004
+4.86210000000000000000e+009;-2.18079005374967056351e-004
+4.86225000000000000000e+009;-2.17947548866611305347e-004
+4.86240000000000000000e+009;-2.17816522880340414760e-004
+4.86255000000000000000e+009;-2.17685925606464237289e-004
+4.86270000000000000000e+009;-2.17555755209736950435e-004
+4.86285000000000000000e+009;-2.17426009890112900214e-004
+4.86300000000000000000e+009;-2.17296687876960105748e-004
+4.86315000000000000000e+009;-2.17167787339373564775e-004
+4.86330000000000000000e+009;-2.17039306543368278523e-004
+4.86345000000000000000e+009;-2.16911243673952080016e-004
+4.86360000000000000000e+009;-2.16783597003891216094e-004
+4.86375000000000000000e+009;-2.16656364766895230848e-004
+4.86390000000000000000e+009;-2.16529545238141962011e-004
+4.86405000000000000000e+009;-2.16403136676897496233e-004
+4.86420000000000000000e+009;-2.16277137357858122851e-004
+4.86435000000000000000e+009;-2.16151545558613731278e-004
